            00000901 - מיסי הכנסה-העמקת הגביה,,,,0,,0,, , , , , , 
        000009 - מיסי הכנסה-העמקת הגביה,,,,0,,0,, , , , , , 
        000011 - מכס והיטל על היבוא,,,,,,,, , , , , , 
            00001101 - מכס והיטל על היבוא,,,,,,,, , , , , , 
                0000110101 - מכס והיטל על היבוא,2900000,2900000,2915512,15512,100.5,15512,100.5, , , , , , 
            00001101 - מכס והיטל על היבוא,2900000,2900000,2915512,15512,100.5,15512,100.5, , , , , , 
        000011 - מכס והיטל על היבוא,2900000,2900000,2915512,15512,100.5,15512,100.5, , , , , , 
"        000012 - תקבולי מע""מ ברוטו",,,,,,,, , , , , , 
            00001201 - מס ערך מוסף,,,,,,,, , , , , , 
            00001201 - מס ערך מוסף,,,,0,,0,, , , , , , 
"        000012 - תקבולי מע""מ ברוטו",,,,0,,0,, , , , , , 
        000013 - מס קניה,,,,,,,, , , , , , 
            00001301 - מס קניה,,,,,,,, , , , , , 
                0000130101 - מס קניה,,,3,3,,3,, , , , , , 
            00001301 - מס קניה,,,3,3,,3,, , , , , , 
            00001302 - מס קניה מוצרי יבוא,,,,,,,, , , , , , 
                0000130201 - מס קניה מוצרי יבוא,16000000,16000000,15055152,-944848,94.1,-944848,94.1, , , , , , 
            00001302 - מס קניה מוצרי יבוא,16000000,16000000,15055152,-944848,94.1,-944848,94.1, , , , , , 
            00001303 - מס קניה מקומי,,,,,,,, , , , , , 
                0000130301 - מס קניה מקומי,300000,300000,307485,7485,102.5,7485,102.5, , , , , , 
            00001303 - מס קניה מקומי,300000,300000,307485,7485,102.5,7485,102.5, , , , , , 
        000013 - מס קניה,16300000,16300000,15362639,-937361,94.2,-937361,94.2, , , , , , 
"        000014 - תקבולי מע""מ ברוטו",,,,,,,, , , , , , 
"            00001402 - תקבולי מע""מ נטו",,,,,,,, , , , , , 
"                0000140201 - מע""מ ייצור מקומי",68000000,68000000,29828115,-38171885,43.9,-38171885,43.9, , , , , , 
"                0000140202 - מע""מ ייבוא אזרחי",,,38925284,38925284,,38925284,, , , , , , 
"                0000140203 - מע""מ ייבוא בטחוני",1489152,1489152,1133432,-355720,76.1,-355720,76.1, , , , , , 
"            00001402 - תקבולי מע""מ נטו",69489152,69489152,69886831,397679,100.6,397679,100.6, , , , , , 
"        000014 - תקבולי מע""מ ברוטו",69489152,69489152,69886831,397679,100.6,397679,100.6, , , , , , 
        000015 - מס טבק - בלו,,,,,,,, , , , , , 
            00001501 - מס טבק - בלו,,,,,,,, , , , , , 
                0000150101 - מס טבק - בלו,900000,900000,792032,-107968,88,-107968,88, , , , , , 
            00001501 - מס טבק - בלו,900000,900000,792032,-107968,88,-107968,88, , , , , , 
        000015 - מס טבק - בלו,900000,900000,792032,-107968,88,-107968,88, , , , , , 
        000018 - מס דלק,,,,,,,, , , , , , 
            00001801 - מס דלק,,,,,,,, , , , , , 
                0000180101 - מס דלק,16500000,16500000,17555829,1055829,106.4,1055829,106.4, , , , , , 
                0000180103 - מס על סולר,,,-2408183,-2408183,,-2408183,, , , , , , 
            00001801 - מס דלק,16500000,16500000,15147646,-1352354,91.8,-1352354,91.8, , , , , , 
        000018 - מס דלק,16500000,16500000,15147646,-1352354,91.8,-1352354,91.8, , , , , , 
        000020 - מס בולים,,,,,,,, , , , , , 
            00002001 - מס בולים,,,,,,,, , , , , , 
                0000200101 - מס בולים,,,7454,7454,,7454,, , , , , , 
            00002001 - מס בולים,,,7454,7454,,7454,, , , , , , 
        000020 - מס בולים,,,7454,7454,,7454,, , , , , , 
        000024 - אגרות כלי רכב,,,,,,,, , , , , , 
            00002401 - אגרות כלי רכב,,,,,,,, , , , , , 
                0000240101 - אגרות כלי רכב,,,3232365,3232365,,3232365,, , , , , , 
            00002401 - אגרות כלי רכב,,,3232365,3232365,,3232365,, , , , , , 
            00002402 - אגרות כלי רכב פרטיים,,,,,,,, , , , , , 
            00002402 - אגרות כלי רכב פרטיים,,,,0,,0,, , , , , , 
            00002403 - אגרות כלי רכב מסחריים,,,,,,,, , , , , , 
            00002403 - אגרות כלי רכב מסחריים,,,,0,,0,, , , , , , 
        000024 - אגרות כלי רכב,,,3232365,3232365,,3232365,, , , , , , 
        000025 - אגרות קנסות ורשיונות אחרים,,,,,,,, , , , , , 
            00002501 - אגרות קנסות ורשיונות אחרים,,,,,,,, , , , , , 
"                0000250101 - אגרות, קנסות ורשיונות אחרים",,,982077,982077,,982077,, , , , , , 
                0000250102 - קנסות,,,502327,502327,,502327,, , , , , , 
            00002501 - אגרות קנסות ורשיונות אחרים,,,1484404,1484404,,1484404,, , , , , , 
            00002502 - אגרות בתי משפט,,,,,,,, , , , , , 
                0000250201 - אגרות בתי משפט,,,333518,333518,,333518,, , , , , , 
            00002502 - אגרות בתי משפט,,,333518,333518,,333518,, , , , , , 
            00002503 - אגרות תדרים,,,,,,,, , , , , , 
                0000250301 - אגרות תדרים,,,148076,148076,,148076,, , , , , , 
            00002503 - אגרות תדרים,,,148076,148076,,148076,, , , , , , 
            00002504 - אגרות רשיון לחברות בטוח,,,,,,,, , , , , , 
            00002504 - אגרות רשיון לחברות בטוח,,,,0,,0,, , , , , , 
            00002505 - רשיון שנתי לבנקים,,,,,,,, , , , , , 
                0000250501 - רשיון שנתי לבנקים,,,31409,31409,,31409,, , , , , , 
            00002505 - רשיון שנתי לבנקים,,,31409,31409,,31409,, , , , , , 
            00002506 - אגרות לרישוי סוכני בטוח,,,,,,,, , , , , , 
            00002506 - אגרות לרישוי סוכני בטוח,,,0,0,,0,, , , , , , 
            00002507 - אגרות,,,,,,,, , , , , , 
                0000250701 - אגרות,5400000,5400000,286,-5399714,0,-5399714,0, , , , , , 
            00002507 - אגרות,5400000,5400000,286,-5399714,0,-5399714,0, , , , , , 
        000025 - אגרות קנסות ורשיונות אחרים,5400000,5400000,1997692,-3402308,37,-3402308,37, , , , , , 
        000028 - מיסי הוצאה-עדכון מחירים,,,,,,,, , , , , , 
            00002801 - מיסי הכנסה-עדכון מחירים,,,,,,,, , , , , , 
            00002801 - מיסי הכנסה-עדכון מחירים,,,,0,,0,, , , , , , 
        000028 - מיסי הוצאה-עדכון מחירים,,,,0,,0,, , , , , , 
        000029 - מיסי הוצאה-העמקת הגביה,,,,,,,, , , , , , 
            00002901 - מיסי הוצאה-העמקת הגביה,,,,,,,, , , , , , 
            00002901 - מיסי הוצאה-העמקת הגביה,,,,0,,0,, , , , , , 
        000029 - מיסי הוצאה-העמקת הגביה,,,,0,,0,, , , , , , 
"        000034 - ריבית במט""ח",,,,,,,, , , , , , 
"            00003401 - ריבית במט""ח",,,,,,,, , , , , , 
"                0000340101 - ריבית במט""ח",48300,48300,52805,4505,109.3,4505,109.3, , , , , , 
"            00003401 - ריבית במט""ח",48300,48300,52805,4505,109.3,4505,109.3, , , , , , 
            00003402 - ריבית בגין כספי ערבויות,,,,,,,, , , , , , 
                0000340201 - ריבית בגין כספי ערבויות,,,296158,296158,,296158,, , , , , , 
            00003402 - ריבית בגין כספי ערבויות,,,296158,296158,,296158,, , , , , , 
"            00003403 - ריבית בגין עסקאות במט""ח",,,,,,,, , , , , , 
"            00003403 - ריבית בגין עסקאות במט""ח",,,,0,,0,, , , , , , 
"        000034 - ריבית במט""ח",48300,48300,348964,300664,722.5,300664,722.5, , , , , , 
        000035 - גביית ריבית,,,,,,,, , , , , , 
            00003501 - גביית ריבית,,,,,,,, , , , , , 
                0000350101 - גביית ריבית,2286600,2286600,39475,-2247125,1.7,-2247125,1.7, , , , , , 
            00003501 - גביית ריבית,2286600,2286600,39475,-2247125,1.7,-2247125,1.7, , , , , , 
            00003502 - גביית ריבית מח' הגבייה,,,,,,,, , , , , , 
                0000350201 - גביית ריבית ממשכנתאות,,,999892,999892,,999892,, , , , , , 
                0000350202 - גביית הצמדה לרבית -,,,356768,356768,,356768,, , , , , , 
                0000350203 - גביית ריבית- מח' הגבייה,,,64323,64323,,64323,, , , , , , 
                0000350204 - גביית הצמדה לריבית,,,124893,124893,,124893,, , , , , , 
            00003502 - גביית ריבית מח' הגבייה,,,1545876,1545876,,1545876,, , , , , , 
            00003503 - תקבולי רבית מגורמים שונ,,,,,,,, , , , , , 
                0000350301 - תקבולי ריבית שונים,,,173,173,,173,, , , , , , 
            00003503 - תקבולי רבית מגורמים שונ,,,173,173,,173,, , , , , , 
        000035 - גביית ריבית,2286600,2286600,1585523,-701077,69.3,-701077,69.3, , , , , , 
"        000039 - ריווחי ב""י שמומשו",,,,,,,, , , , , , 
"            00003901 - ריווחי ב""י שמומשו",,,,,,,, , , , , , 
"            00003901 - ריווחי ב""י שמומשו",,,,0,,0,, , , , , , 
"        000039 - ריווחי ב""י שמומשו",,,,0,,0,, , , , , , 
        000040 - ריווחי בנק ישראל,,,,,,,, , , , , , 
            00004001 - ריווחי בנק ישראל,,,,,,,, , , , , , 
            00004001 - ריווחי בנק ישראל,,,,0,,0,, , , , , , 
        000040 - ריווחי בנק ישראל,,,,0,,0,, , , , , , 
        000041 - ריבית מבנק ישראל,,,,,,,, , , , , , 
            00004101 - ריבית מבנק ישראל,,,,,,,, , , , , , 
                0000410101 - ריבית מבנק ישראל,,,507909,507909,,507909,, , , , , , 
            00004101 - ריבית מבנק ישראל,,,507909,507909,,507909,, , , , , , 
        000041 - ריבית מבנק ישראל,,,507909,507909,,507909,, , , , , , 
        000042 - תמלוגים ממפעלים עסקיים,,,,,,,, , , , , , 
            00004201 - תמלוגים ממפעלים עסקיים,,,,,,,, , , , , , 
                0000420101 - תמלוגים ממפעלים עסקיים,775000,775000,166201,-608799,21.4,-608799,21.4, , , , , , 
            00004201 - תמלוגים ממפעלים עסקיים,775000,775000,166201,-608799,21.4,-608799,21.4, , , , , , 
        000042 - תמלוגים ממפעלים עסקיים,775000,775000,166201,-608799,21.4,-608799,21.4, , , , , , 
        000043 - תמלוגים מאוצרות טבע,,,,,,,, , , , , , 
            00004301 - תמלוגים מאוצרות טבע,,,,,,,, , , , , , 
                0000430101 - תמלוגים מאוצרות טבע,633000,633000,585245,-47755,92.5,-47755,92.5, , , , , , 
            00004301 - תמלוגים מאוצרות טבע,633000,633000,585245,-47755,92.5,-47755,92.5, , , , , , 
        000043 - תמלוגים מאוצרות טבע,633000,633000,585245,-47755,92.5,-47755,92.5, , , , , , 
        000044 - תמלוגים מחברות ממשלתיות,,,,,,,, , , , , , 
            00004401 - תמלוגים מחברות ממשלתיות,,,,,,,, , , , , , 
                0000440101 - תמלוגים מחברות ממשלתיות,82000,82000,17,-81983,0,-81983,0, , , , , , 
                0000440103 - תמלוגים מרשות שדות התעו,,,18265,18265,,18265,, , , , , , 
                0000440104 - תמלוגים מרשות הנמלים,,,84016,84016,,84016,, , , , , , 
            00004401 - תמלוגים מחברות ממשלתיות,82000,82000,102298,20298,124.8,20298,124.8, , , , , , 
        000044 - תמלוגים מחברות ממשלתיות,82000,82000,102298,20298,124.8,20298,124.8, , , , , , 
        000045 - דיוידנדים מחברות ממשלתי,,,,,,,, , , , , , 
            00004501 - דוידנדים מחברות ממשלתיו,,,,,,,, , , , , , 
                0000450101 - דוידנדים מחברות ממשלתיו,450500,450500,163391,-287109,36.3,-287109,36.3, , , , , , 
            00004501 - דוידנדים מחברות ממשלתיו,450500,450500,163391,-287109,36.3,-287109,36.3, , , , , , 
            00004502 - דיוידנדים מחברות,,,,,,,, , , , , , 
                0000450201 - דיוידנדים מחברות שונות,,,222,222,,222,, , , , , , 
                0000450202 - דיוידנדים מבזק,,,31356,31356,,31356,, , , , , , 
            00004502 - דיוידנדים מחברות,,,31577,31577,,31577,, , , , , , 
            00004503 - דיוידנדים מבנקים שבהסדר,,,,,,,, , , , , , 
                0000450301 - דיוידנדים מבנק לאומי,,,81409,81409,,81409,, , , , , , 
            00004503 - דיוידנדים מבנקים שבהסדר,,,81409,81409,,81409,, , , , , , 
        000045 - דיוידנדים מחברות ממשלתי,450500,450500,276378,-174122,61.3,-174122,61.3, , , , , , 
"        000046 - החזר ע""ח שנים קודמות",,,,,,,, , , , , , 
"            00004601 - החזר ע""ח שנים קודמות",,,,,,,, , , , , , 
"                0000460101 - החזר ע""ח שנים קודמות",144282,144282,82267,-62015,57,-62015,57, , , , , , 
"            00004601 - החזר ע""ח שנים קודמות",144282,144282,82267,-62015,57,-62015,57, , , , , , 
"        000046 - החזר ע""ח שנים קודמות",144282,144282,82267,-62015,57,-62015,57, , , , , , 
        000047 - הכנסות שונות,,,,,,,, , , , , , 
            00004701 - הכנסות שונות,,,,,,,, , , , , , 
                0000470101 - הכנסות שונות,1483283,1483283,696918,-786365,47,-786365,47, , , , , , 
                0000470102 - רכישת זכויות גמלה %18.5,,,3688,3688,,3688,, , , , , , 
                0000470103 - גימלה %2,,,9,9,,9,, , , , , , 
                0000470104 - צרוף שרות קודם,,,103,103,,103,, , , , , , 
                0000470105 - החרמות,,,77,77,,77,, , , , , , 
                0000470106 - הכנסות מהפרשי שער,,,354,354,,354,, , , , , , 
                0000470108 - תמלוגים מחברות התקשורת,,,235853,235853,,235853,, , , , , , 
                0000470113 - הכנסות מתרומות,,,112,112,,112,, , , , , , 
                0000470115 - החזר זכות גימלה,,,710,710,,710,, , , , , , 
            00004701 - הכנסות שונות,1483283,1483283,937824,-545459,63.2,-545459,63.2, , , , , , 
        000047 - הכנסות שונות,1483283,1483283,937824,-545459,63.2,-545459,63.2, , , , , , 
        000048 - הכנסה מיועדת מעל האומדן,,,,,,,, , , , , , 
            00004801 - הכנסה מיועדת מעל האומדן,,,,,,,, , , , , , 
                0000480101 - הכנסה מיועדת מעל האומדן,270860,270860,340308,69448,125.6,69448,125.6, , , , , , 
            00004801 - הכנסה מיועדת מעל האומדן,270860,270860,340308,69448,125.6,69448,125.6, , , , , , 
        000048 - הכנסה מיועדת מעל האומדן,270860,270860,340308,69448,125.6,69448,125.6, , , , , , 
        000049 - העברה מחלק ב',,,,,,,, , , , , , 
            00004901 - העברה מחלק ב',,,,,,,, , , , , , 
                0000490101 - העברה מחלק ב',25679286,25679286,,-25679286,0,-25679286,0, , , , , , 
            00004901 - העברה מחלק ב',25679286,25679286,,-25679286,0,-25679286,0, , , , , , 
        000049 - העברה מחלק ב',25679286,25679286,,-25679286,0,-25679286,0, , , , , , 
        000050 - דמי שימוש בנכסים ממשלתי,,,,,,,, , , , , , 
            00005001 - דמי שימוש בנכסים ממשלתי,,,,,,,, , , , , , 
                0000500101 - דמי שימוש בנכסים ממשלתי,274252,274252,238407,-35845,86.9,-35845,86.9, , , , , , 
            00005001 - דמי שימוש בנכסים ממשלתי,274252,274252,238407,-35845,86.9,-35845,86.9, , , , , , 
        000050 - דמי שימוש בנכסים ממשלתי,274252,274252,238407,-35845,86.9,-35845,86.9, , , , , , 
        000051 - גביית קרן,,,,,,,, , , , , , 
            00005101 - גביית קרן,,,,,,,, , , , , , 
                0000510101 - גביית קרן,6331100,6331100,,-6331100,0,-6331100,0, , , , , , 
            00005101 - גביית קרן,6331100,6331100,,-6331100,0,-6331100,0, , , , , , 
            00005102 - גביית קרן - מח' הגבייה,,,,,,,, , , , , , 
                0000510201 - גביית קרן משכנתאות,,,3769269,3769269,,3769269,, , , , , , 
                0000510202 - גביית הצמדה-קרן משכנתאו,,,1632176,1632176,,1632176,, , , , , , 
            00005102 - גביית קרן - מח' הגבייה,,,5401445,5401445,,5401445,, , , , , , 
            00005103 - גביית קרן- גורמים שונים,,,,,,,, , , , , , 
                0000510301 - גביית קרן- גורמים שונים,,,261925,261925,,261925,, , , , , , 
                0000510302 - גביית הצמדה לקרן- שונים,,,9613,9613,,9613,, , , , , , 
            00005103 - גביית קרן- גורמים שונים,,,271538,271538,,271538,, , , , , , 
        000051 - גביית קרן,6331100,6331100,5672983,-658117,89.6,-658117,89.6, , , , , , 
"        000053 - גביית קרן במט""ח",,,,,,,, , , , , , 
"            00005301 - גביית קרן במט""ח",,,,,,,, , , , , , 
"                0000530101 - גביית קרן במט""ח",44000,44000,237555,193555,539.9,193555,539.9, , , , , , 
"            00005301 - גביית קרן במט""ח",44000,44000,237555,193555,539.9,193555,539.9, , , , , , 
"        000053 - גביית קרן במט""ח",44000,44000,237555,193555,539.9,193555,539.9, , , , , , 
        000063 - הכ. ממנהל מקרקעי ישראל,,,,,,,, , , , , , 
            00006301 - הכ. ממנהל מקרקעי ישראל,,,,,,,, , , , , , 
                0000630101 - הכ. ממנהל מקרקעי ישראל,182000,182000,4204857,4022857,2310.4,4022857,2310.4, , , , , , 
            00006301 - הכ. ממנהל מקרקעי ישראל,182000,182000,4204857,4022857,2310.4,4022857,2310.4, , , , , , 
        000063 - הכ. ממנהל מקרקעי ישראל,182000,182000,4204857,4022857,2310.4,4022857,2310.4, , , , , , 
        000071 - הפרשות לפנסיה-יח'משקיות,,,,,,,, , , , , , 
            00007101 - הפרשות לפנסיה יח'משקיות,,,,,,,, , , , , , 
                0000710101 - הפרשות לפנסיה יח'משקיות,8911,8911,10672,1761,119.8,1761,119.8, , , , , , 
            00007101 - הפרשות לפנסיה יח'משקיות,8911,8911,10672,1761,119.8,1761,119.8, , , , , , 
        000071 - הפרשות לפנסיה-יח'משקיות,8911,8911,10672,1761,119.8,1761,119.8, , , , , , 
        000072 - הפרשות לפנסיה מ. עסקיים,,,,,,,, , , , , , 
            00007201 - הפרשות לפנסיה מ. עסקיים,,,,,,,, , , , , , 
                0000720101 - הפרשות לפנסיה מ. עסקיים,9000,9000,,-9000,0,-9000,0, , , , , , 
            00007201 - הפרשות לפנסיה מ. עסקיים,9000,9000,,-9000,0,-9000,0, , , , , , 
        000072 - הפרשות לפנסיה מ. עסקיים,9000,9000,,-9000,0,-9000,0, , , , , , 
        000073 - הפרשות לפנסיה - חברות,,,,,,,, , , , , , 
            00007301 - הפרשות לפנסיה - חברות,,,,,,,, , , , , , 
                0000730101 - הפרשות לפנסיה - חברות,21743,21743,2800,-18943,12.9,-18943,12.9, , , , , , 
            00007301 - הפרשות לפנסיה - חברות,21743,21743,2800,-18943,12.9,-18943,12.9, , , , , , 
        000073 - הפרשות לפנסיה - חברות,21743,21743,2800,-18943,12.9,-18943,12.9, , , , , , 
        000075 - הכנסות הון,,,,,,,, , , , , , 
            00007501 - מכירת חברות ממשלתיות,,,,,,,, , , , , , 
                0000750101 - מכירת חברות ממשלתיות,595000,595000,13534,-581466,2.3,-581466,2.3, , , , , , 
            00007501 - מכירת חברות ממשלתיות,595000,595000,13534,-581466,2.3,-581466,2.3, , , , , , 
            00007502 - מכירת בנקים שבהסדר,,,,,,,, , , , , , 
                0000750201 - מכירת בנקים שבהסדר,2000000,2000000,1381999,-618001,69.1,-618001,69.1, , , , , , 
            00007502 - מכירת בנקים שבהסדר,2000000,2000000,1381999,-618001,69.1,-618001,69.1, , , , , , 
            00007503 - מכירת קרקע בבעלות מדינה,,,,,,,, , , , , , 
                0000750301 - מכירת קרקע בבעלות מדינה,1218000,1218000,,-1218000,0,-1218000,0, , , , , , 
            00007503 - מכירת קרקע בבעלות מדינה,1218000,1218000,,-1218000,0,-1218000,0, , , , , , 
        000075 - הכנסות הון,3813000,3813000,1395532,-2417468,36.6,-2417468,36.6, , , , , , 
        000076 - הכנסות הון אחרות,,,,,,,, , , , , , 
            00007601 - הכנסות הון אחרות,,,,,,,, , , , , , 
                0000760101 - הכנסות הון אחרות,,,1160707,1160707,,1160707,, , , , , , 
            00007601 - הכנסות הון אחרות,,,1160707,1160707,,1160707,, , , , , , 
        000076 - הכנסות הון אחרות,,,1160707,1160707,,1160707,, , , , , , 
        000081 - מלוה מהמוסד לבטוח לאומי,,,,,,,, , , , , , 
            00008101 - מלוה מהמוסד לבטוח לאומי,,,,,,,, , , , , , 
                0000810101 - מלוה מהמוסד לבטוח לאומי,14571000,14571000,14000000,-571000,96.1,-571000,96.1, , , , , , 
            00008101 - מלוה מהמוסד לבטוח לאומי,14571000,14571000,14000000,-571000,96.1,-571000,96.1, , , , , , 
        000081 - מלוה מהמוסד לבטוח לאומי,14571000,14571000,14000000,-571000,96.1,-571000,96.1, , , , , , 
        000082 - הכנסה מאמיסיות והפקדות,,,,,,,, , , , , , 
            00008201 - הכנסה מאמיסיות והפקדות,,,,,,,, , , , , , 
                0000820107 - הפקדות אחרות,,,10647,10647,,10647,, , , , , , 
            00008201 - הכנסה מאמיסיות והפקדות,,,10647,10647,,10647,, , , , , , 
        000082 - הכנסה מאמיסיות והפקדות,,,10647,10647,,10647,, , , , , , 
        000083 - מלוות פנים,,,,,,,, , , , , , 
            00008301 - מלוות סחירים,,,,,,,, , , , , , 
                0000830101 - מלוות סחירים,75557933,75557933,78416622,2858689,103.8,2858689,103.8, , , , , , 
            00008301 - מלוות סחירים,75557933,75557933,78416622,2858689,103.8,2858689,103.8, , , , , , 
            00008302 - מלוות לא סחירים,,,,,,,, , , , , , 
"                0000830201 - אג""ח מיועדות-חברות ביטוח",2000000,2000000,3492593,1492593,174.6,1492593,174.6, , , , , , 
"                0000830202 - אג""ח מיועדות-קרנות פנסיה",7000000,7000000,4347774,-2652226,62.1,-2652226,62.1, , , , , , 
"                0000830203 - כספי אמיסיות,הפקדות שונות,בנקים ועמלות",500000,500000,417588,-82412,83.5,-82412,83.5, , , , , , 
            00008302 - מלוות לא סחירים,9500000,9500000,8257955,-1242045,86.9,-1242045,86.9, , , , , , 
        000083 - מלוות פנים,85057933,85057933,86674577,1616644,101.9,1616644,101.9, , , , , , 
        000084 - מלוות חוץ,,,,,,,, , , , , , 
            00008401 - מלוות העצמאות והפיתוח,,,,,,,, , , , , , 
                0000840101 - מלוות העצמאות והפיתוח,4000000,4000000,3652569,-347431,91.3,-347431,91.3, , , , , , 
                0000840102 - בניכוי הוצאות הפצה,-200000,-200000,-167659,32341,83.8,32341,83.8, , , , , , 
            00008401 - מלוות העצמאות והפיתוח,3800000,3800000,3484911,-315089,91.7,-315089,91.7, , , , , , 
"            00008402 - מלוות באמצעות ערבויות ממשלת ארה""ב",,,,,,,, , , , , , 
"            00008402 - מלוות באמצעות ערבויות ממשלת ארה""ב",,,,0,,0,, , , , , , 
            00008403 - מלוות אחרים,,,,,,,, , , , , , 
"                0000840301 - מלוות אחרים (ערבות עצמית,בנקים וממשלות)",4200000,4200000,1814846,-2385154,43.2,-2385154,43.2, , , , , , 
            00008403 - מלוות אחרים,4200000,4200000,1814846,-2385154,43.2,-2385154,43.2, , , , , , 
        000084 - מלוות חוץ,8000000,8000000,5299757,-2700243,66.2,-2700243,66.2, , , , , , 
"        000090 - מענקים מחו""ל",,,,,,,, , , , , , 
            00009001 - מילווה העצמאות והפיתוח,,,,,,,, , , , , , 
            00009001 - מילווה העצמאות והפיתוח,,,,0,,0,, , , , , , 
            00009010 - בניכוי: הוצאות הפצה,,,,,,,, , , , , , 
            00009010 - בניכוי: הוצאות הפצה,,,,0,,0,, , , , , , 
"            00009020 - סיוע בטחוני מארה""ב",,,,,,,, , , , , , 
                0000902001 - סיוע בטחוני,8709318,8709318,8227440,-481878,94.5,-481878,94.5, , , , , , 
"            00009020 - סיוע בטחוני מארה""ב",8709318,8709318,8227440,-481878,94.5,-481878,94.5, , , , , , 
"            00009040 - סיוע אזרחי מארה""ב",,,,,,,, , , , , , 
"            00009040 - סיוע אזרחי מארה""ב",,,,0,,0,, , , , , , 
            00009080 - הלוואות אחרות,,,,,,,, , , , , , 
            00009080 - הלוואות אחרות,,,,0,,0,, , , , , , 
"        000090 - מענקים מחו""ל",8709318,8709318,8227440,-481878,94.5,-481878,94.5, , , , , , 
"        000094 - מקדמה למימון חוב לב""י",,,,,,,, , , , , , 
