0000810101 - מלוה מהמוסד לבטוח לאומי,12409000,12409000,11750000,-659000,94.7,-659000,94.7,, , , , , 
00008101 - מלוה מהמוסד לבטוח לאומי,12409000,12409000,11750000,-659000,94.7,-659000,94.7,, , , , , 
000081 - מלוה מהמוסד לבטוח לאומי,12409000,12409000,11750000,-659000,94.7,-659000,94.7,, , , , , 
0000820107 - הפקדות אחרות,,,3611,3611,,3611,,, , , , , 
00008201 - הכנסה מאמיסיות והפקדות,,,3611,3611,,3611,,, , , , , 
000082 - הכנסה מאמיסיות והפקדות,,,3611,3611,,3611,,, , , , , 
0000830101 - מלוות סחירים,87240760,87240760,61174349,-26066411,70.1,-26066411,70.1,, , , , , 
00008301 - מלוות סחירים,87240760,87240760,61174349,-26066411,70.1,-26066411,70.1,, , , , , 
"0000830201 - אג""ח מיועדות-חברות",1800000,1800000,3587271,1787271,199.3,1787271,199.3,, , , , , 
"0000830202 - אג""ח מיועדות-קרנות",1000000,1000000,4815396,3815396,481.5,3815396,481.5,, , , , , 
"0000830203 - כספי אמיסיות,הפקדות",500000,500000,526057,26057,105.2,26057,105.2,, , , , , 
00008302 - מלוות לא סחירים,3300000,3300000,8928724,5628724,270.6,5628724,270.6,, , , , , 
000083 - מלוות פנים,90540760,90540760,70103073,-20437687,77.4,-20437687,77.4,, , , , , 
0000840101 - מלוות העצמאות והפיתוח,4300000,4300000,4104313,-195687,95.4,-195687,95.4,, , , , , 
0000840102 - בניכוי הוצאות הפצה,-193500,-193500,-186950,6550,96.6,6550,96.6,, , , , , 
00008401 - מלוות העצמאות והפיתוח,4106500,4106500,3917363,-189137,95.4,-189137,95.4,, , , , , 
0000840201 - מלוות באמצעות ערבויות,8600000,8600000,,-8600000,0,-8600000,0,, , , , , 
00008402 - מלוות באמצעות ערבויות,8600000,8600000,,-8600000,0,-8600000,0,, , , , , 
0000840301 - מלוות אחרים (ערבות,4300000,4300000,8244410,3944410,191.7,3944410,191.7,, , , , , 
00008403 - מלוות אחרים,4300000,4300000,8244410,3944410,191.7,3944410,191.7,, , , , , 
000084 - מלוות חוץ,17006500,17006500,12161773,-4844727,71.5,-4844727,71.5,, , , , , 
0000902001 - סיוע בטחוני,9900080,9900080,9095340,-804740,91.9,-804740,91.9,, , , , , 
"00009020 - סיוע בטחוני מארה""ב",9900080,9900080,9095340,-804740,91.9,-804740,91.9,, , , , , 
"000090 - מענקים מחו""ל",9900080,9900080,9095340,-804740,91.9,-804740,91.9,, , , , , 
0000950101 - העברה לחלק א',-44607028,-44607028,,44607028,0,44607028,0,, , , , , 
00009501 - העברה לחלק א',-44607028,-44607028,,44607028,0,44607028,0,, , , , , 
000095 - העברה לחלק א',-44607028,-44607028,,44607028,0,44607028,0,, , , , , 
0000 - הכנסות המדינה,325287959,325287959,316528480,-8759479,97.3,-8759479,97.3,, , , , , 
0001010101 - משכורת הנשיא,739,629,621,-118,84,-8,98.7,, , , , , 
0001010102 - קרן לרשות הנשיא,132,2674,752,620,569.7,-1922,28.1,18, , , , , 
0001010104 - השתתפות האפוטרופוס,,-2000,-81,-81,,1919,4,, , , , , 
00010101 - נשיא,871,1303,1292,421,148.3,-11,99.2,18, , , , , 
0001010201 - שיא כח אדם,5289,6739,6747,1458,127.6,8,100.1,0, , , , , 
0001010202 - שעות נוספות,882,582,582,-300,66,0,100,, , , , , 
0001010203 - כוננות,167,167,177,10,106,10,106,, , , , , 
0001010204 - עלויות פרישה,106,356,256,150,241.5,-100,71.9,, , , , , 
00010102 - לשכת הנשיא,6444,7844,7762,1318,120.5,-82,99,0, , , , , 
0001010301 - שיא כח אדם,213,219,218,5,102.3,-1,99.5,, , , , , 
0001010302 - שעות נוספות,85,8,8,-77,9.4,0,100,, , , , , 
0001010303 - השתתפות באחזקת רכב,47,27,27,-20,57.4,0,100,, , , , , 
0001010305 - שכר דירה ואחזקת בית,133,57,,-133,0,-57,0,57, , , , , 
0001010306 - קנית שרותי מזכירות,368,238,,-368,0,-238,0,239, , , , , 
0001010307 - אחזקת רכב,51,0,0,-51,0,0,,0, , , , , 
0001010308 - דלק לרכב ממשלתי,17,7,,-17,0,-7,0,0, , , , , 
0001010309 - אחזקת  - פלאפון,8,7,0,-8,0,-7,0,0, , , , , 
00010103 - לשכת הנשיא לשעבר קציר,922,563,253,-669,27.4,-310,44.9,295, , , , , 
0001010401 - שיא כח אדם,531,531,524,-7,98.7,-7,98.7,, , , , , 
0001010402 - שעות נוספות,155,170,164,9,105.8,-6,96.5,, , , , , 
0001010406 - הוצאות אחזקת הבית,55,64,46,-9,83.6,-18,71.9,17, , , , , 
0001010408 - השתתפות באחזקת רכב,93,93,79,-14,84.9,-14,84.9,, , , , , 
0001010409 - דלק לרכב ממשלתי,31,31,31,0,100,0,100,0, , , , , 
0001010411 - אחזקת רכב ממשלתי,51,51,51,0,100,0,100,0, , , , , 
0001010412 - אחזקת פלאפון,11,18,9,-2,81.8,-9,50,9, , , , , 
0001010415 - שכר דירה ללשכה,456,306,274,-182,60.1,-32,89.5,32, , , , , 
0001010416 - הוצאות אחזקה ושונות,117,274,99,-18,84.6,-175,36.1,173, , , , , 
00010104 - לשכת הנשיא לשעבר נבון,1500,1538,1277,-223,85.1,-261,83,232, , , , , 
0001010501 - שיא כח אדם,149,189,190,41,127.5,1,100.5,, , , , , 
0001010502 - שעות נוספות,64,24,23,-41,35.9,-1,95.8,, , , , , 
0001010503 - השתתפות באחזקת רכב,47,32,31,-16,66,-1,96.9,, , , , , 
0001010504 - השתתפות באחזקת הבית,148,143,92,-56,62.2,-51,64.3,40, , , , , 
0001010505 - דלק לרכב ממשלתי,20,23,21,1,105,-2,91.3,1, , , , , 
0001010506 - אחזקת רכב ממשלתי,51,51,50,-1,98,-1,98,0, , , , , 
0001010507 - אחזקת פלאפון,8,24,3,-5,37.5,-21,12.5,17, , , , , 
0001010509 - הוצאות אחזקה ושונות,41,33,23,-18,56.1,-10,69.7,3, , , , , 
00010105 - לשכת אשת הנשיא לשעבר,528,519,435,-93,82.4,-84,83.8,62, , , , , 
0001010601 - שיא כח אדם,159,197,192,33,120.8,-5,97.5,, , , , , 
0001010602 - שעות נוספות,75,0,,-75,0,0,,, , , , , 
0001010603 - הוצאות אחזקת בית,150,130,104,-46,69.3,-26,80,, , , , , 
0001010604 - החזר הוצאות רכב,44,0,,-44,0,0,,, , , , , 
0001010605 - דלק לרכב ממשלתי,41,45,40,-1,97.6,-5,88.9,5, , , , , 
0001010606 - אחזקת רכב ממשלתי,51,51,51,0,100,0,100,0, , , , , 
0001010607 - אחזקת טלפונים ניידים,16,38,1,-15,6.2,-37,2.6,16, , , , , 
0001010609 - הוצאות ארגוניות,30,15,4,-26,13.3,-11,26.7,0, , , , , 
00010106 - לשכת אשת הנשיא לשעבר,566,476,392,-174,69.3,-84,82.4,21, , , , , 
0001010701 - שיא כח אדם,531,441,437,-94,82.3,-4,99.1,, , , , , 
0001010702 - שעות נוספות,155,125,122,-33,78.7,-3,97.6,, , , , , 
0001010703 - הוצאות אחזקת בית,55,66,62,7,112.7,-4,93.9,4, , , , , 
0001010704 - החזר הוצאות רכב,93,93,78,-15,83.9,-15,83.9,, , , , , 
0001010705 - דלק לרכב ממשלתי,31,38,35,4,112.9,-3,92.1,0, , , , , 
0001010706 - אחזקת רכב ממשלתי,51,51,51,0,100,0,100,0, , , , , 
0001010707 - אחזקת טלפונים ניידים,11,17,4,-7,36.4,-13,23.5,12, , , , , 
0001010708 - שכר דירה ללשכה,456,461,195,-261,42.8,-266,42.3,235, , , , , 
0001010709 - הוצאות ארגוניות,117,189,112,-5,95.7,-77,59.3,43, , , , , 
00010107 - לשכת הנשיא לשעבר - משה,1500,1481,1095,-405,73,-386,73.9,295, , , , , 
0001010905 - העסקת סטונטים,181,181,162,-19,89.5,-19,89.5,, , , , , 
0001010906 - עבודה בלתי צמיתה -,281,551,525,244,186.8,-26,95.3,, , , , , 
0001010907 - העסקת מאבטחים,4142,4442,4422,280,106.8,-20,99.5,, , , , , 
0001010908 - עבודה בלתי צמיתה,2864,4894,4893,2029,170.8,-1,100,, , , , , 
0001010909 - שרותי כח אדם וייעוץ,1040,1263,736,-304,70.8,-527,58.3,518, , , , , 
0001010910 - תפעול,4014,6395,5118,1104,127.5,-1277,80,1220, , , , , 
0001010913 - מבקר כספים - חשבות,60,135,66,6,110,-69,48.9,68, , , , , 
0001010915 - אמצעי בטחון,1400,2699,1934,534,138.1,-765,71.7,764, , , , , 
"0001010927 - שכ""ד-השתתפות באוצר",5,89,84,79,1680,-5,94.4,0, , , , , 
0001010928 - שכר דירה וארנונה,602,1167,1042,440,173.1,-125,89.3,124, , , , , 
0001010930 - אחזקה,2098,2618,2235,137,106.5,-383,85.4,383, , , , , 
0001010931 - השתתפות גורמי חוץ,-785,-785,-551,234,70.2,234,70.2,, , , , , 
0001010933 - השתתפות בדיור הממשלתי,,150,150,150,,0,100,0, , , , , 
0001010934 - השתלמויות ורווחת,350,540,444,94,126.9,-96,82.2,92, , , , , 
0001010951 - דואר טלפונים ומשלוחים,600,705,651,51,108.5,-54,92.3,57, , , , , 
0001010957 - מחשוב,650,1153,657,7,101.1,-496,57,494, , , , , 
0001010958 - השתתפות באוצר - מיחשוב,60,79,82,22,136.7,3,103.8,1, , , , , 
0001010960 - שכירות רכב,15,15,15,0,100,0,100,0, , , , , 
0001010961 - החזר הוצאות רכב,1557,1447,1401,-156,90,-46,96.8,, , , , , 
0001010962 - אחזקת רכב ממשלתי,629,695,696,67,110.7,1,100.1,0, , , , , 
0001010963 - דלק,163,446,374,211,229.4,-72,83.9,72, , , , , 
0001010990 - השתתפות הנשיא בכלכלתו,-15,-15,-8,7,53.3,7,53.3,, , , , , 
0001010991 - רזרבה לשכר דירה,236,0,,-236,0,0,,, , , , , 
00010109 - אמרכלות,20147,28864,25127,4980,124.7,-3737,87.1,3796, , , , , 
"0001011001 - טיסות לחו""ל",4204,10823,8126,3922,193.3,-2697,75.1,2622, , , , , 
0001011002 - הכנסה מגורמי חוץ,,-500,-434,-434,,66,86.8,, , , , , 
"00010110 - טיסות לחו""ל",4204,10323,7692,3488,183,-2631,74.5,2622, , , , , 
000101 - נשיא המדינה ולשכתו,36682,52911,45325,8643,123.6,-7586,85.7,7342, , , , , 
0001020101 - רזרבה להתיקרויות בשכר,576,0,,-576,0,0,,, , , , , 
"0001020106 - רזרבה לקניות בחו""ל",131,131,,-131,0,-131,0,, , , , , 
0001020108 - רזרבה להתייקרויות,4,4,,-4,0,-4,0,, , , , , 
0001020109 - רזרבה לעמידה ביעד,367,0,,-367,0,0,,, , , , , 
00010201 - רזרבות,1078,135,,-1078,0,-135,0,, , , , , 
000102 - רזרבות,1078,135,,-1078,0,-135,0,, , , , , 
0001 - נשיא המדינה ולשכתו,37760,53046,45325,7565,120,-7721,85.4,7342, , , , , 
0002020101 - שכר חברי הכנסת,50700,50700,46070,-4630,90.9,-4630,90.9,, , , , , 
00020201 - מרכיבי שכר חברי הכנסת,50700,50700,46070,-4630,90.9,-4630,90.9,, , , , , 
0002020201 - עוזרים לחברי הכנסת,28600,28600,24508,-4092,85.7,-4092,85.7,, , , , , 
0002020204 - קשר לציבור חברי כנסת,13000,14210,8822,-4178,67.9,-5388,62.1,62, , , , , 
0002020207 - שכר דירה ומלונות,2500,2500,1065,-1435,42.6,-1435,42.6,408, , , , , 
0002020209 - רכב לחברי הכנסת,10500,10500,8040,-2460,76.6,-2460,76.6,119, , , , , 
0002020211 - אבטחה ומיגון חברי כנסת,7500,13900,5631,-1869,75.1,-8269,40.5,6268, , , , , 
0002020212 - השתתפות בהוצאות,100,100,,-100,0,-100,0,, , , , , 
0002020213 - לימודי שפות חברי כנסת,120,120,89,-31,74.2,-31,74.2,, , , , , 
00020202 - תנאי חברי הכנסת,62320,69930,48156,-14164,77.3,-21774,68.9,6857, , , , , 
000202 - חברי הכנסת,113020,120630,94226,-18794,83.4,-26404,78.1,6857, , , , , 
0002030101 - מחקר ופעולות - המרכז,800,900,367,-433,45.9,-533,40.8,43, , , , , 
0002030103 - כיבוד המוגש בועדות,730,730,715,-15,97.9,-15,97.9,0, , , , , 
0002030105 - סיורי ועדות ברחבי הארץ,75,75,63,-12,84,-12,84,11, , , , , 
"0002030106 - הקלטות בועדות ע""י גורמי",750,1050,947,197,126.3,-103,90.2,87, , , , , 
"0002030107 - תרגומים לועדות ע""י",100,100,73,-27,73,-27,73,15, , , , , 
0002030108 - אינטרנט ודואר אלקטרוני,750,1150,499,-251,66.5,-651,43.4,71, , , , , 
0002030110 - שידורים ישירים מהכנסת,21080,22620,20731,-349,98.3,-1889,91.6,100, , , , , 
"0002030111 - צילום מסמכים ע""י חברי",120,120,57,-63,47.5,-63,47.5,92, , , , , 
0002030112 - לקט עיתונות,120,120,113,-7,94.2,-7,94.2,22, , , , , 
0002030113 - צילומי ארועים לעיתונות,50,50,48,-2,96,-2,96,2, , , , , 
0002030116 - הדרכת תלמידים בשיתוף,400,400,0,-400,0,-400,0,126, , , , , 
0002030122 - ייעוץ לערוץ הכנסת,120,120,112,-8,93.3,-8,93.3,19, , , , , 
0002030123 - הפצה לווינית ערוץ,6700,6700,1555,-5145,23.2,-5145,23.2,0, , , , , 
0002030124 - שידרוג והעתקת אולפן,2750,8860,1303,-1447,47.4,-7557,14.7,3341, , , , , 
00020301 - שירותים מקצועיים,34545,42995,26582,-7963,76.9,-16413,61.8,3929, , , , , 
0002030202 - ארועים מיוחדים בכנסת,1015,1255,918,-97,90.4,-337,73.1,28, , , , , 
0002030207 - אירועים בתשלום בכנסת -,180,180,72,-108,40,-108,40,, , , , , 
